codigo_ocorrencia;codigo_ocorrencia1;codigo_ocorrencia2;codigo_ocorrencia3;codigo_ocorrencia4;ocorrencia_classificacao;ocorrencia_latitude;ocorrencia_longitude;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;investigacao_aeronave_liberada;investigacao_status;divulgacao_relatorio_numero;divulgacao_relatorio_publicado;divulgacao_dia_publicacao;total_recomendacoes;total_aeronaves_envolvidas;ocorrencia_saida_pista
43727;43727;43727;43727;43727;ACIDENTE;***;***;PIACATU;SP;BRASIL;****;11/12/2010;03:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43454;43454;43454;43454;43454;ACIDENTE;-23.2333333333;-51.1711111111;LONDRINA;PR;BRASIL;****;12/12/2010;23:33:00;NULL;FINALIZADA;A-071/CENIPA/2012;SIM;2012-07-03;6;1;NÃO
43527;43527;43527;43527;43527;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBRJ;12/12/2010;19:00:00;SIM;FINALIZADA;;NÃO;NULL;0;1;NÃO
43462;43462;43462;43462;43462;INCIDENTE GRAVE;***;***;RIO DE JANEIRO;RJ;BRASIL;SBGL;13/12/2010;11:00:00;SIM;FINALIZADA;A DEFINIR;NÃO;NULL;0;1;NÃO
43472;43472;43472;43472;43472;ACIDENTE;-7.0652777778;-41.5194444444;PICOS;PI;BRASIL;SNPC;13/12/2010;12:30:00;SIM;FINALIZADA;A-123/CENIPA/2012;SIM;2012-11-19;5;1;SIM
43473;43473;43473;43473;43473;INCIDENTE GRAVE;-6.22694;-55.63194;ITAITUBA;PA;BRASIL;###!;13/12/2010;19:25:00;NULL;FINALIZADA;A DEFINIR;NÃO;NULL;0;1;SIM
43471;43471;43471;43471;43471;ACIDENTE;-23.5297222222;-46.6319444444;SÃO PAULO;SP;BRASIL;****;14/12/2010;20:15:00;SIM;FINALIZADA;A-042/CENIPA/2011;SIM;2011-07-21;11;1;NÃO
43721;43721;43721;43721;43721;ACIDENTE;-5.2111111111;-40.7041666667;CRATEÚS;CE;BRASIL;SNWS;15/12/2010;09:00:00;SIM;FINALIZADA;A-047/CENIPA/2013;SIM;2013-08-28;4;1;SIM
43802;43802;43802;43802;43802;INCIDENTE;;;LONDRINA;PR;BRASIL;SBLO;15/12/2010;21:30:00;SIM;FINALIZADA;;NÃO;NULL;0;1;NÃO
43470;43470;43470;43470;43470;INCIDENTE;;;SALVADOR;BA;BRASIL;SBSV;16/12/2010;19:30:00;SIM;FINALIZADA;;NÃO;NULL;0;1;NÃO
43531;43531;43531;43531;43531;INCIDENTE;;;MACAPÁ;AP;BRASIL;****;16/12/2010;23:20:00;SIM;FINALIZADA;;NÃO;NULL;0;1;NÃO
43725;43725;43725;43725;43725;ACIDENTE;-15.5561111111;-47.3452777778;FORMOSA;GO;BRASIL;SWFR;18/12/2010;20:00:00;SIM;FINALIZADA;A-503/CENIPA/2015;SIM;2015-04-15;0;1;NÃO
43921;43921;43921;43921;43921;ACIDENTE;***;***;RIO DE JANEIRO;RJ;BRASIL;****;18/12/2010;13:15:00;***;NULL;NULL;NÃO;NULL;0;1;NÃO
43474;43474;43474;43474;43474;INCIDENTE GRAVE;-19.9091666667;-43.9891666667;BELO HORIZONTE;MG;BRASIL;SBPR;20/12/2010;22:30:00;***;FINALIZADA;ENCERRADA NO RAI;NÃO;NULL;0;1;SIM
43555;43555;43555;43555;43555;INCIDENTE;***;***;BELO HORIZONTE;MG;BRASIL;SBBH;20/12/2010;20:00:00;SIM;FINALIZADA;;NÃO;NULL;0;1;NÃO
43719;43719;43719;43719;43719;ACIDENTE;-10.9033333333;-37.0830555556;ARACAJU;SE;BRASIL;SNAU;21/12/2010;13:03:00;SIM;FINALIZADA;A-042/CENIPA/2013;SIM;2013-08-22;9;1;NÃO
43842;43842;43842;43842;43842;INCIDENTE;***;***;ARACAJU;SE;BRASIL;SNAU;22/12/2010;11:35:00;SIM;FINALIZADA;NULL;NÃO;NULL;0;1;NÃO
43722;43722;43722;43722;43722;ACIDENTE;***;***;CAJOBI;SP;BRASIL;****;23/12/2010;11:00:00;SIM;FINALIZADA;A DEFINIR;NÃO;NULL;0;1;NÃO
44527;44527;44527;44527;44527;INCIDENTE;;;SALVADOR;BA;BRASIL;****;23/12/2010;22:20:00;SIM;FINALIZADA;;NÃO;NULL;0;1;NÃO
43547;43547;43547;43547;43547;INCIDENTE;;;PORTO SEGURO;BA;BRASIL;SBPS;24/12/2010;14:58:00;SIM;FINALIZADA;;NÃO;NULL;0;1;NÃO
43548;43548;43548;43548;43548;INCIDENTE;;;SÃO PAULO;SP;BRASIL;SBSP;26/12/2010;22:10:00;SIM;FINALIZADA;;NÃO;NULL;0;1;NÃO
43551;43551;43551;43551;43551;INCIDENTE;;;RECIFE;PE;BRASIL;SBRF;27/12/2010;13:50:00;SIM;FINALIZADA;;NÃO;NULL;0;1;NÃO
43754;43754;43754;43754;43754;INCIDENTE;;;BELÉM;PA;BRASIL;SBBE;27/12/2010;12:25:00;SIM;FINALIZADA;;NÃO;NULL;0;1;NÃO
43806;43806;43806;43806;43806;INCIDENTE;***;***;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;****;28/12/2010;16:02:00;SIM;FINALIZADA;NULL;NÃO;NULL;0;1;NÃO
43724;43724;43724;43724;43724;ACIDENTE;-22.7097222222;-47.0827777778;COSMÓPOLIS;SP;BRASIL;****;29/12/2010;12:00:00;***;FINALIZADA;A-521/CENIPA/2014;SIM;2014-08-22;0;1;NÃO
43726;43726;43726;43726;43726;ACIDENTE;-29.6125;-55.3711111111;ALEGRETE;RS;BRASIL;****;29/12/2010;10:35:00;SIM;FINALIZADA;A-087/CENIPA/2012;SIM;2012-08-29;6;1;NÃO
43730;43730;43730;43730;43730;INCIDENTE;***;***;VITÓRIA;ES;BRASIL;****;30/12/2010;18:10:00;SIM;FINALIZADA;NULL;NÃO;NULL;0;1;NÃO
43975;43975;43975;43975;43975;INCIDENTE;***;***;ARRAIAL DO CABO;RJ;BRASIL;****;30/12/2010;14:28:00;SIM;FINALIZADA;NULL;NÃO;NULL;0;1;NÃO
43633;43633;43633;43633;43633;INCIDENTE GRAVE;***;***;RIBEIRÃO PRETO;SP;BRASIL;SBRP;01/01/2011;19:35:00;***;FINALIZADA;***;NÃO;NULL;10;1;SIM
43817;43817;43817;43817;43817;INCIDENTE;;;VÁRZEA GRANDE;MT;BRASIL;SBCY;01/01/2011;11:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43643;43643;43643;43643;43643;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBJR;02/01/2011;17:18:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43658;43658;43658;43658;43658;ACIDENTE;-26.4305555556;-49.2775;CORUPÁ;SC;BRASIL;****;03/01/2011;12:00:00;***;FINALIZADA;A-102/CENIPA/2012;SIM;2012-09-20;4;1;NÃO
43648;43648;43648;43648;43648;INCIDENTE;;;TELÊMACO BORBA;PR;BRASIL;****;04/01/2011;15:20:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43628;43628;43628;43628;43628;ACIDENTE;-13.5644444444;-38.9388888889;CAIRU;BA;BRASIL;SDLO;05/01/2011;19:40:00;***;FINALIZADA;A-584/CENIPA/2016;SIM;2019-03-11;0;1;NÃO
43631;43631;43631;43631;43631;INCIDENTE;;;CONFINS;MG;BRASIL;SBCF;05/01/2011;15:36:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43642;43642;43642;43642;43642;INCIDENTE;;;BAURU;SP;BRASIL;SBBU;05/01/2011;22:06:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43630;43630;43630;43630;43630;INCIDENTE;;;COLINA;SP;BRASIL;****;06/01/2011;11:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43715;43715;43715;43715;43715;INCIDENTE;***;***;RIO DE JANEIRO;RJ;BRASIL;****;06/01/2011;19:58:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45329;45329;45329;45329;45329;ACIDENTE;-17.2369444444;-51.6427777778;CAIAPÔNIA;GO;BRASIL;****;06/01/2011;12:00:00;***;FINALIZADA;A DEFINIR;SIM;2018-09-24;0;1;NÃO
43629;43629;43629;43629;43629;ACIDENTE;***;***;MOGI DAS CRUZES;SP;BRASIL;****;07/01/2011;15:45:00;SIM;FINALIZADA;A DEFINIR;NÃO;NULL;0;1;NÃO
43637;43637;43637;43637;43637;INCIDENTE;;;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;****;09/01/2011;21:32:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43639;43639;43639;43639;43639;INCIDENTE;;;SÃO PAULO;SP;BRASIL;****;09/01/2011;18:58:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43652;43652;43652;43652;43652;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;****;09/01/2011;21:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43811;43811;43811;43811;43811;INCIDENTE;***;***;PATOS DE MINAS;MG;BRASIL;****;09/01/2011;13:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43818;43818;43818;43818;43818;INCIDENTE;;;BELÉM;PA;BRASIL;SBBE;09/01/2011;19:15:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43829;43829;43829;43829;43829;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBRJ;09/01/2011;18:15:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43649;43649;43649;43649;43649;INCIDENTE;***;***;NÃO IDENTIFICADA;PE;BRASIL;****;10/01/2011;03:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43653;43653;43653;43653;43653;INCIDENTE;;;VITÓRIA;ES;BRASIL;****;10/01/2011;14:15:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43779;43779;43779;43779;43779;INCIDENTE;;;CAMPINAS;SP;BRASIL;****;10/01/2011;16:35:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
44007;44007;44007;44007;44007;INCIDENTE;;;CAMPOS DOS GOYTACAZES;RJ;BRASIL;****;10/01/2011;18:18:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43634;43634;43634;43634;43634;INCIDENTE;;;MARÍLIA;SP;BRASIL;SBML;11/01/2011;09:10:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43656;43656;43656;43656;43656;ACIDENTE;-16.6844444444;-49.1219444444;MARICÁ;RJ;BRASIL;****;11/01/2011;15:45:00;***;FINALIZADA;ENCERRADA NO RAI;NÃO;NULL;0;1;NÃO
43657;43657;43657;43657;43657;ACIDENTE;31.1947222222;-54.9472222222;DOM PEDRITO;RS;BRASIL;****;11/01/2011;19:30:00;***;FINALIZADA;A-072/CENIPA/2012;SIM;2012-07-23;3;1;NÃO
43705;43705;43705;43705;43705;ACIDENTE;-16.684444;-49.121944;SENADOR CANEDO;GO;BRASIL;****;14/01/2011;20:10:00;SIM;FINALIZADA;A-606CENIPA2014;SIM;2016-11-24;3;1;NÃO
43738;43738;43738;43738;43738;INCIDENTE;;;ITIRAPINA;SP;BRASIL;****;14/01/2011;21:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43838;43838;43838;43838;43838;INCIDENTE;;;SÃO LUÍS;MA;BRASIL;****;14/01/2011;17:45:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43703;43703;43703;43703;43703;ACIDENTE;-15.3102777778;-55.155;CAMPO VERDE;MT;BRASIL;****;15/01/2011;19:00:00;***;FINALIZADA;A-593/CENIPA/2014;SIM;2014-10-01;0;1;NÃO
43704;43704;43704;43704;43704;ACIDENTE;-30.5380555556;-50.6702777778;MOSTARDAS;RS;BRASIL;****;17/01/2011;16:00:00;***;FINALIZADA;A-088/CENIPA/2011;SIM;2011-09-23;9;1;NÃO
43742;43742;43742;43742;43742;INCIDENTE;;;NOVA FRIBURGO;RJ;BRASIL;****;18/01/2011;16:55:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43706;43706;43706;43706;43706;ACIDENTE;-6.9955555556;-69.7533333333;ENVIRA;AM;BRASIL;****;19/01/2011;22:10:00;SIM;FINALIZADA;A-043/CENIPA/2011;SIM;2011-07-21;7;1;NÃO
43752;43752;43752;43752;43752;ACIDENTE;-20.8825;-49.3925;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;****;19/01/2011;11:30:00;SIM;FINALIZADA;A DEFINIR;NÃO;NULL;0;1;NÃO
44052;44052;44052;44052;44052;INCIDENTE;;;GOIÂNIA;GO;BRASIL;SBGO;19/01/2011;11:09:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43707;43707;43707;43707;43707;INCIDENTE;;;CAMPINAS;SP;BRASIL;SBKP;20/01/2011;14:23:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43711;43711;43711;43711;43711;INCIDENTE;;;RIO BRANCO;AC;BRASIL;****;20/01/2011;17:58:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
44055;44055;44055;44055;44055;INCIDENTE;;;SÃO LUÍS;MA;BRASIL;SBSL;20/01/2011;19:39:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43702;43702;43702;43702;43702;ACIDENTE;-9.8802777778;-67.9177777778;RIO BRANCO;AC;BRASIL;****;21/01/2011;17:35:00;SIM;FINALIZADA;A-004/CENIPA/2013;SIM;2013-03-28;8;1;NÃO
43735;43735;43735;43735;43735;INCIDENTE;;;RIBEIRÃO PRETO;SP;BRASIL;****;21/01/2011;21:38:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43904;43904;43904;43904;43904;INCIDENTE;;;SÃO RAIMUNDO NONATO;PI;BRASIL;SNGG;22/01/2011;18:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43731;43731;43731;43731;43731;ACIDENTE;-30.1452777778;-51.2255555556;PORTO ALEGRE;RS;BRASIL;****;23/01/2011;10:53:00;***;FINALIZADA;A-073/CENIPA/2012;SIM;2012-07-23;3;1;NÃO
44008;44008;44008;44008;44008;INCIDENTE;***;***;PARNAMIRIM;RN;BRASIL;SBNT;23/01/2011;18:09:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43831;43831;43831;43831;43831;INCIDENTE;***;***;RIO DE JANEIRO;RJ;BRASIL;****;24/01/2011;17:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43776;43776;43776;43776;43776;ACIDENTE;-16.855;-53.8461111111;ALTO GARÇAS;MT;BRASIL;SWDC;25/01/2011;14:40:00;***;FINALIZADA;A-023/CENIPA/2011;SIM;2011-06-30;3;1;SIM
43764;43764;43764;43764;43764;INCIDENTE;;;LONDRINA;PR;BRASIL;SBLO;26/01/2011;12:40:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43767;43767;43767;43767;43767;INCIDENTE;;;BELO HORIZONTE;MG;BRASIL;****;26/01/2011;15:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43732;43732;43732;43732;43732;INCIDENTE GRAVE;-7.7225;-67.0283333333;PAUINI;AM;BRASIL;SWUI;27/01/2011;21:30:00;SIM;FINALIZADA;IG-024/CENIPA/2011;SIM;2011-06-30;1;1;NÃO
43733;43733;43733;43733;43733;INCIDENTE;;;GUARULHOS;SP;BRASIL;****;27/01/2011;17:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43910;43910;43910;43910;43910;INCIDENTE GRAVE;***;***;MANDAGUAÇU;PR;BRASIL;****;27/01/2011;15:50:00;***;FINALIZADA;IG-540/CENIPA/2017;SIM;2019-05-16;0;1;NÃO
43775;43775;43775;43775;43775;ACIDENTE;-23.3933333333;-51.2319444444;LONDRINA;PR;BRASIL;****;28/01/2011;21:45:00;***;FINALIZADA;A DEFINIR;SIM;2018-11-07;0;1;NÃO
43778;43778;43778;43778;43778;ACIDENTE;-20.5016666667;-54.3155555556;CAMPO GRANDE;MS;BRASIL;****;28/01/2011;20:50:00;***;FINALIZADA;A-074/CENIPA/2012;SIM;2012-07-23;5;1;NÃO
43837;43837;43837;43837;43837;INCIDENTE;;;SALVADOR;BA;BRASIL;SBSV;29/01/2011;14:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43909;43909;43909;43909;43909;ACIDENTE;***;***;ITIRAPINA;SP;BRASIL;SDJA;29/01/2011;11:45:00;***;FINALIZADA;A-572/CENIPA/2014;SIM;2014-08-15;0;1;NÃO
43808;43808;43808;43808;43808;ACIDENTE;-3.9436111111;-50.7627777778;PACAJÁ;PA;BRASIL;****;30/01/2011;15:10:00;***;FINALIZADA;A-039/CENIPA/2013;SIM;2013-08-22;4;1;NÃO
43820;43820;43820;43820;43820;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;****;30/01/2011;17:41:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43832;43832;43832;43832;43832;ACIDENTE;***;***;PARATY;RJ;BRASIL;SDTK;30/01/2011;22:30:00;***;FINALIZADA;A-531/CENIPA/2017;SIM;2017-11-30;0;1;NÃO
43885;43885;43885;43885;43885;INCIDENTE;;;FORTALEZA;CE;BRASIL;****;30/01/2011;11:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43774;43774;43774;43774;43774;ACIDENTE;***;***;MIRACATU;SP;BRASIL;****;31/01/2011;12:30:00;***;FINALIZADA;A-522/CENIPA/2014;SIM;2014-07-21;1;1;NÃO
43828;43828;43828;43828;43828;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBGL;31/01/2011;20:32:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43812;43812;43812;43812;43812;INCIDENTE;***;***;MANAUS;AM;BRASIL;SBEG;02/02/2011;21:26:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;SIM
43876;43876;43876;43876;43876;INCIDENTE;;;JUAZEIRO DO NORTE;CE;BRASIL;****;02/02/2011;17:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43819;43819;43819;43819;43819;INCIDENTE;***;***;CACHOEIRA DO ARARI;PA;BRASIL;****;03/02/2011;17:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43874;43874;43874;43874;43874;INCIDENTE;***;***;SANTO ÂNGELO;RS;BRASIL;SBNM;03/02/2011;14:36:00;***;FINALIZADA;***;NÃO;NULL;0;1;SIM
43814;43814;43814;43814;43814;ACIDENTE;-23.1866666667;-46.9436111111;JUNDIAÍ;SP;BRASIL;****;04/02/2011;20:30:00;SIM;FINALIZADA;A-502/CENIPA/2021;NÃO;NULL;0;1;NÃO
44549;44549;44549;44549;44549;ACIDENTE;-13.7772222222;-44.4644444444;CORIBE;BA;BRASIL;SDKE;04/02/2011;14:00:00;NULL;FINALIZADA;A-036/CENIPA/2012;SIM;2012-03-22;4;1;NÃO
43809;43809;43809;43809;43809;ACIDENTE;-4.4761111111;-47.6302777778;ITINGA DO MARANHÃO;MA;BRASIL;****;05/02/2011;13:30:00;NULL;FINALIZADA;A-167/CENIPA/2013;SIM;2013-11-29;3;1;NÃO
43869;43869;43869;43869;43869;ACIDENTE;***;***;RIO DE JANEIRO;RJ;BRASIL;****;05/02/2011;17:15:00;***;NULL;NULL;NÃO;NULL;0;2;NÃO
43984;43984;43984;43984;43984;INCIDENTE GRAVE;-22.9875;-43.37;RIO DE JANEIRO;RJ;BRASIL;SBJR;05/02/2011;17:41:00;NULL;FINALIZADA;IG-549/CENIPA/2017;SIM;2018-05-10;1;1;NÃO
44009;44009;44009;44009;44009;INCIDENTE;;;ANGRA DOS REIS;RJ;BRASIL;****;05/02/2011;12:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43836;43836;43836;43836;43836;INCIDENTE;;;ANGRA DOS REIS;RJ;BRASIL;****;06/02/2011;22:15:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43894;43894;43894;43894;43894;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBRJ;06/02/2011;19:13:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43946;43946;43946;43946;43946;INCIDENTE;;;BRASÍLIA;DF;BRASIL;SBBR;06/02/2011;18:40:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
44011;44011;44011;44011;44011;INCIDENTE;;;SINOP;MT;BRASIL;****;06/02/2011;03:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43873;43873;43873;43873;43873;INCIDENTE;;;PORTO ALEGRE;RS;BRASIL;SBPA;08/02/2011;20:04:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43945;43945;43945;43945;43945;INCIDENTE;;;GUARULHOS;SP;BRASIL;SBGR;08/02/2011;17:44:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43872;43872;43872;43872;43872;INCIDENTE;;;BELO HORIZONTE;MG;BRASIL;SBBH;10/02/2011;22:12:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43875;43875;43875;43875;43875;INCIDENTE;;;MARIALVA;PR;BRASIL;****;10/02/2011;21:25:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
44231;44231;44231;44231;44231;INCIDENTE GRAVE;-8.28444444;-36.01083333;CARUARU;PE;BRASIL;SNRU;11/02/2011;21:45:00;NULL;FINALIZADA;A DEFINIR;NÃO;NULL;0;1;NÃO
43981;43981;43981;43981;43981;INCIDENTE;;;CAMPINAS;SP;BRASIL;****;13/02/2011;22:33:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43870;43870;43870;43870;43870;INCIDENTE GRAVE;-15.8691666667;-47.9208333333;BRASÍLIA;DF;BRASIL;SBBR;14/02/2011;14:45:00;NULL;FINALIZADA;IG-522/CENIPA/2015;SIM;2015-06-06;0;1;NÃO
43908;43908;43908;43908;43908;ACIDENTE;-28.4605555556;-53.5766666667;PEJUÇARA;RS;BRASIL;****;15/02/2011;13:10:00;NULL;FINALIZADA;A-050/CENIPA/2012;SIM;2012-07-02;5;1;NÃO
43871;43871;43871;43871;43871;INCIDENTE;;;ITAPEVI;SP;BRASIL;****;16/02/2011;17:50:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43912;43912;43912;43912;43912;INCIDENTE;;;CAMPOS DOS GOYTACAZES;RJ;BRASIL;****;16/02/2011;14:50:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43915;43915;43915;43915;43915;INCIDENTE;***;***;VILA VELHA;ES;BRASIL;####;17/02/2011;11:35:00;***;FINALIZADA;***;NÃO;NULL;0;1;SIM
43980;43980;43980;43980;43980;INCIDENTE;;;ARAÇATUBA;SP;BRASIL;SBAU;17/02/2011;16:20:00;***;FINALIZADA;***;NÃO;NULL;3;1;NÃO
44022;44022;44022;44022;44022;INCIDENTE;;;LONDRINA;PR;BRASIL;SBLO;17/02/2011;14:25:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43895;43895;43895;43895;43895;INCIDENTE;***;***;BELÉM;PA;BRASIL;SBBE;18/02/2011;23:42:00;***;FINALIZADA;***;NÃO;NULL;0;1;SIM
43906;43906;43906;43906;43906;ACIDENTE;-15.8430555556;-56.0897222222;SANTO ANTÔNIO DO LEVERGER;MT;BRASIL;SWLV;18/02/2011;14:30:00;NULL;FINALIZADA;A-088/CENIPA/2012;SIM;2012-08-08;1;1;NÃO
44043;44043;44043;44043;44043;INCIDENTE;;;MANAUS;AM;BRASIL;SBEG;18/02/2011;15:50:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43900;43900;43900;43900;43900;ACIDENTE;-17.1777777778;-54.1533333333;ITIQUIRA;MT;BRASIL;****;19/02/2011;11:30:00;***;FINALIZADA;ENCERRADA NO RAI;NÃO;NULL;0;1;NÃO
43901;43901;43901;43901;43901;INCIDENTE GRAVE;-22.3389;-47.6581;ARARAS;SP;BRASIL;SDAA;19/02/2011;12:40:00;SIM;FINALIZADA;A-037/CENIPA/2015;NÃO;NULL;0;1;SIM
43913;43913;43913;43913;43913;INCIDENTE;;;PETROLINA;PE;BRASIL;SBPL;19/02/2011;13:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43973;43973;43973;43973;43973;INCIDENTE;;;LONDRINA;PR;BRASIL;SBLO;19/02/2011;12:45:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
44173;44173;44173;44173;44173;INCIDENTE;;;BRASÍLIA;DF;BRASIL;SBBR;19/02/2011;13:36:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
44983;44983;44983;44983;44983;INCIDENTE GRAVE;***;***;FORMOSA;GO;BRASIL;SWFR;19/02/2011;20:40:00;***;FINALIZADA;ENCERRADA NO RAI;NÃO;NULL;0;1;NÃO
43986;43986;43986;43986;43986;INCIDENTE GRAVE;***;***;ANGRA DOS REIS;RJ;BRASIL;****;20/02/2011;21:20:00;***;ATIVA;IG-505/CENIPA/2021;NÃO;NULL;0;1;NÃO
43899;43899;43899;43899;43899;ACIDENTE;-3.2508333333;-52.2522222222;ALTAMIRA;PA;BRASIL;SBHT;21/02/2011;21:45:00;NULL;FINALIZADA;A-012/CENIPA/2013;SIM;2013-11-29;6;1;SIM
43903;43903;43903;43903;43903;INCIDENTE;***;***;BRAGANÇA PAULISTA;SP;BRASIL;SBBP;21/02/2011;12:20:00;***;FINALIZADA;***;NÃO;NULL;0;1;SIM
44045;44045;44045;44045;44045;INCIDENTE;;;MANICORÉ;AM;BRASIL;****;21/02/2011;20:30:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43911;43911;43911;43911;43911;ACIDENTE;***;***;RECIFE;PE;BRASIL;****;22/02/2011;15:00:00;***;NULL;NULL;NÃO;NULL;0;1;NÃO
53353;53353;53353;53353;53353;INCIDENTE;-4.8;-55.15;COARI;AM;BRASIL;****;23/02/2011;13:50:00;SIM;FINALIZADA;I-599/CENIPA/2018;SIM;2019-10-28;0;1;NÃO
43988;43988;43988;43988;43988;ACIDENTE;-18.9127777778;-41.985;GOVERNADOR VALADARES;MG;BRASIL;****;24/02/2011;22:30:00;NULL;FINALIZADA;A-618/CENIPA/2014;SIM;2015-03-06;0;1;NÃO
43989;43989;43989;43989;43989;ACIDENTE;-23.3319444444;-51.4997222222;SABÁUDIA;PR;BRASIL;****;25/02/2011;18:00:00;NULL;FINALIZADA;A-103/CENIPA/2012;SIM;2012-09-20;6;1;NÃO
43979;43979;43979;43979;43979;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBGL;26/02/2011;00:25:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43983;43983;43983;43983;43983;INCIDENTE;;;GOIÂNIA;GO;BRASIL;SBGO;26/02/2011;16:10:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
44005;44005;44005;44005;44005;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;****;26/02/2011;16:38:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
43914;43914;43914;43914;43914;INCIDENTE;;;SALVADOR;BA;BRASIL;****;27/02/2011;12:39:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
44040;44040;44040;44040;44040;INCIDENTE;;;UBERLÂNDIA;MG;BRASIL;SBUL;27/02/2011;21:37:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
44407;44407;44407;44407;44407;INCIDENTE;;;RIBEIRÃO PRETO;SP;BRASIL;****;27/02/2011;19:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
